ID,Овог нэр,Мэргэжил,Төрсөн өдөр,Танилцуулга,BirthYear
3255,Kathryn Bigelow,Найруулагч,1955-02-02 00:00:00,,1955
3256,Anthony Mackie,Жүжигчин,1990-08-31 00:00:00,,1990
3257,Brian Geraghty,Жүжигчин,1987-08-25 00:00:00,,1987
3258,George Clooney,Найруулагч,1999-07-30 00:00:00,,1999
3260,Philip Seymour Hoffman,Жүжигчин,1951-02-23 00:00:00,,1951
3261,Juan Antonio Bayona,Найруулагч,1987-03-14 00:00:00,,1987
3262,Edna Purviance,Жүжигчин,2001-10-27 00:00:00,,2001
3263,Daniel Stamm,Найруулагч,1990-05-12 00:00:00,,1990
3264,Patrick Fabian,Жүжигчин,1952-05-26 00:00:00,,1952
3265,Iris Bahr,Жүжигчин,1994-04-06 00:00:00,,1994
3266,Ed Gass-Donnelly,Найруулагч,1947-01-30 00:00:00,,1947
3267,Julia Garner,Жүжигчин,1978-11-12 00:00:00,,1978
3268,Spencer Treat Clark,Жүжигчин,1972-11-04 00:00:00,,1972
3269,Kellan Lutz,Жүжигчин,1975-01-19 00:00:00,,1975
3270,Gaia Weiss,Жүжигчин,1974-04-16 00:00:00,,1974
3271,Caradog W James,Найруулагч,1942-01-28 00:00:00,,1942
3272,Toby Stephens,Жүжигчин,1973-07-17 00:00:00,,1973
3273,Paul Haggis,Найруулагч,2001-10-29 00:00:00,,2001
3274,Stephen Chbosky,Найруулагч,1968-10-26 00:00:00,,1968
3275,Ezra Miller,Жүжигчин,1958-04-11 00:00:00,,1958
3276,Paul Rudd,Жүжигчин,2005-08-29 00:00:00,,2005
3277,Manuel Carballo,Найруулагч,1946-07-14 00:00:00,,1946
3278,Shawn Doyle,Жүжигчин,1972-02-04 00:00:00,,1972
3279,Kris Holden-Ried,Жүжигчин,1973-10-31 00:00:00,,1973
3280,Viggo Mortensen,Жүжигчин,1971-07-18 00:00:00,,1971
3282,Kodi Smit-McPhee,Жүжигчин,2000-11-01 00:00:00,,2000
3283,Wayne Blair,Найруулагч,1967-11-02 00:00:00,,1967
3284,Deborah Mailman,Жүжигчин,2004-03-28 00:00:00,,2004
3285,Jessica Mauboy,Жүжигчин,1944-05-29 00:00:00,,1944
3288,Andrew Garfield,Жүжигчин,1988-06-10 00:00:00,,1988
3289,Лхачинмахын Жанчивдорж,Жүжигчин,1979-02-19 00:00:00,Лхачинмах овогтой Жанчивдорж МУГЖ,1979
3290,Duncan Jones,Найруулагч,1955-11-16 00:00:00,,1955
3291,Vera Farmiga,Жүжигчин,1955-01-17 00:00:00,,1955
3292,Matthijs van Heijningen Jr,Найруулагч,1987-07-02 00:00:00,,1987
3293,Ulrich Thomsen,Жүжигчин,1982-01-30 00:00:00,,1982
3294,Francesca Gregorini,Найруулагч,1980-05-03 00:00:00,,1980
3295,Kaya Scodelario,Жүжигчин,1943-05-10 00:00:00,,1943
3296,Michael Sucsy,Найруулагч,1979-06-18 00:00:00,,1979
3297,Jessica Lange,Жүжигчин,2004-10-09 00:00:00,,2004
3298,Sngmoo Lee,Найруулагч,1941-02-21 00:00:00,,1941
3299,Dong gun Jang,Жүжигчин,1970-12-15 00:00:00,,1970
3300,Peter Weir,Найруулагч,1972-08-17 00:00:00,,1972
3301,Jim Sturgess,Жүжигчин,1999-03-10 00:00:00,,1999
3302,Irrfan Khan,Жүжигчин,1958-09-01 00:00:00,,1958
3303,Will Yun Lee,Жүжигчин,1971-05-22 00:00:00,,1971
3304,Tao Okamoto,Жүжигчин,1987-05-03 00:00:00,,1987
3305,Brian Klugman,Найруулагч,1943-12-25 00:00:00,,1943
3306,Lee Sternthal,Найруулагч,1992-11-14 00:00:00,,1992
3308,Dennis Quaid,Жүжигчин,1994-04-08 00:00:00,,1994
3309,Olivia Wilde,Жүжигчин,1987-07-01 00:00:00,,1987
3310,Evan Rachel Wood,Жүжигчин,1982-10-12 00:00:00,,1982
3311,Judd Apatow,Найруулагч,1989-05-05 00:00:00,,1989
3312,Maude Apatow,Жүжигчин,1991-08-06 00:00:00,,1991
3313,Evan Goldberg,Найруулагч,1999-08-17 00:00:00,,1999
3314,Seth Rogen,Найруулагч,1968-04-04 00:00:00,,1968
3315,John Whitesell,Найруулагч,1970-02-06 00:00:00,,1970
3316,Kevin Durant,Жүжигчин,1982-02-07 00:00:00,,1982
3317,Taylor Gray,Жүжигчин,1952-09-28 00:00:00,,1952
3318,James Belushi,Жүжигчин,1996-07-06 00:00:00,,1996
3319,Paco Cabezas,Найруулагч,1990-11-08 00:00:00,,1990
3320,Rachel Nichols,Жүжигчин,1981-08-26 00:00:00,,1981
3323,Rosario Dawson,Жүжигчин,1959-11-28 00:00:00,,1959
3325,Antonio Negret,Найруулагч,1962-12-12 00:00:00,,1962
3326,Jim Caviezel,Жүжигчин,1968-09-15 00:00:00,,1968
3327,James Frain,Жүжигчин,1983-09-23 00:00:00,,1983
3328,Diora Baird,Жүжигчин,1991-05-09 00:00:00,,1991
3329,Emily Mortimer,Жүжигчин,1984-05-05 00:00:00,,1984
3330,Jeff Kahn,Жүжигчин,2001-05-17 00:00:00,,2001
3331,Jean-Jacques Annaud,Найруулагч,2003-05-26 00:00:00,,2003
3332,Guy Pearce,Жүжигчин,1986-07-11 00:00:00,,1986
3333,Freddie Highmore,Жүжигчин,1964-06-24 00:00:00,,1964
3334,Jean-Claude Dreyfus,Жүжигчин,1979-07-16 00:00:00,,1979
3335,Fernando Trueba,Найруулагч,1968-01-21 00:00:00,,1968
3336,Daryl Hannah,Жүжигчин,1981-07-09 00:00:00,,1981
3337,Michael O Sajbel,Найруулагч,1993-08-07 00:00:00,,1993
3338,Drew Fuller,Жүжигчин,1964-05-17 00:00:00,,1964
3339,name,Жүжигчин,1973-05-19 00:00:00,,1973
3340,David Duchovny,Жүжигчин,1943-01-05 00:00:00,,1943
3341,Len Wisemen,Найруулагч,1988-08-12 00:00:00,,1988
3342,Scott Speedman,Жүжигчин,1972-04-30 00:00:00,,1972
3343,Shane Brolly,Жүжигчин,1970-05-05 00:00:00,,1970
3344,Mans Marlind,Найруулагч,1975-02-21 00:00:00,,1975
3345,Bjorn Stein,Найруулагч,1954-03-22 00:00:00,,1954
3346,Micheal Ealy,Жүжигчин,1979-06-20 00:00:00,,1979
3347,India Eisley,Жүжигчин,1989-03-08 00:00:00,,1989
3348,Patrick Tatopoulos,Найруулагч,1963-01-29 00:00:00,,1963
3349,Rhona Mitra,Жүжигчин,1948-08-27 00:00:00,,1948
3350,Micheal Sheen,Жүжигчин,1965-07-13 00:00:00,,1965
3351,Isaac Florentine,Найруулагч,1953-02-08 00:00:00,,1953
3352,Mykel Shannon Jenkins,Жүжигчин,1964-09-05 00:00:00,,1964
3353,Mark Ivanir,Жүжигчин,1981-05-15 00:00:00,,1981
3354,Andrei Arlovski,Жүжигчин,1947-06-26 00:00:00,,1947
3355,Bill Nighy,Жүжигчин,1989-04-27 00:00:00,,1989
3356,Carice van Houten,Жүжигчин,1954-10-28 00:00:00,,1954
3357,Zoey Deutch,Жүжигчин,1999-01-19 00:00:00,,1999
3358,Lucy Fry,Жүжигчин,1988-05-05 00:00:00,,1988
3359,Mukunda Micheal Dewill,Найруулагч,1957-12-28 00:00:00,,1957
3360,Naima McLean,Жүжигчин,1977-03-04 00:00:00,,1977
3361,Gys de Villiers,Жүжигчин,1947-04-23 00:00:00,,1947
3362,Hamish Hamilton,Найруулагч,1946-08-01 00:00:00,,1946
3363,Lily Aldridge,Жүжигчин,2003-02-06 00:00:00,,2003
3364,Alessandra Ambrosio,Жүжигчин,1992-12-17 00:00:00,,1992
3365,Jamareo Artis,Жүжигчин,1950-03-11 00:00:00,,1950
3366,Sigrid Agren,Жүжигчин,1958-08-28 00:00:00,,1958
3367,Eran Creevy,Найруулагч,1953-01-17 00:00:00,,1953
3368,Andrea Riseborough,Жүжигчин,1966-01-30 00:00:00,,1966
3369,Matthew Morrison,Жүжигчин,1959-03-25 00:00:00,,1959
3370,Mark Young,Найруулагч,1961-08-26 00:00:00,,1961
3371,Debra Granik,Найруулагч,1974-12-10 00:00:00,,1974
3372,John Hawkes,Жүжигчин,1952-06-23 00:00:00,,1952
3373,Ian McKellen,Жүжигчин,1998-04-08 00:00:00,,1998
3374,Gavin Hood,Найруулагч,1988-01-10 00:00:00,,1988
3375,Рагчаагийн Дамдинбазар,Жүжигчин,1990-03-13 00:00:00,Рагчаа овогтой Дамдинбазар (1928-1998) 1981: МУГЖ - Монгол Улсын Гавьяат Жүжигчин,1990
3376,Matthew Vaughn,Найруулагч,1951-03-09 00:00:00,,1951
3377,Gary Ross,Найруулагч,1986-09-27 00:00:00,,1986
3378,Charlize Theron,Жүжигчин,1995-03-12 00:00:00,,1995
3379,Jeff Tremaine,Найруулагч,1951-07-25 00:00:00,,1951
3380,Johnny Knoxville,Жүжигчин,1989-08-02 00:00:00,,1989
3381,Ryan Dunn,Жүжигчин,1963-08-10 00:00:00,,1963
3382,Bam Margera,Жүжигчин,1991-12-25 00:00:00,,1991
3383,Anthony Bell,Найруулагч,1971-07-29 00:00:00,,1971
3384,Hayden Panettiere,Жүжигчин,1992-12-11 00:00:00,,1992
3385,Christina Ricci,Жүжигчин,1949-09-23 00:00:00,,1949
3386,Justin Long,Жүжигчин,1965-09-05 00:00:00,,1965
3387,Ben Diskin,Жүжигчин,1958-01-17 00:00:00,,1958
3388,Kate Higgins,Жүжигчин,1956-05-23 00:00:00,,1956
3389,Gary Goldman,Найруулагч,1960-05-07 00:00:00,,1960
3390,Meg Ryan,Жүжигчин,1965-03-29 00:00:00,,1965
3391,James Corden,Жүжигчин,1948-05-26 00:00:00,,1948
3392,Stephen Fry,Жүжигчин,1986-09-01 00:00:00,,1986
3393,Andy Serkis,Жүжигчин,1976-04-25 00:00:00,,1976
3394,Sarah Smith,Найруулагч,1994-09-25 00:00:00,,1994
3395,Barry Cook,Найруулагч,1986-07-14 00:00:00,,1986
3396,Christopher Miller,Найруулагч,1949-11-01 00:00:00,,1949
3397,Bill Hader,Жүжигчин,1944-08-12 00:00:00,,1944
3398,Bruce Campbell,Жүжигчин,1967-11-27 00:00:00,,1967
3399,Mike Disa,Найруулагч,1971-10-03 00:00:00,,1971
3400,Genndy Tartakovsky,Найруулагч,1955-11-09 00:00:00,,1955
3401,Selena Gomez,Жүжигчин,1991-08-17 00:00:00,,1991
3402,Duncan MacNeillie,Найруулагч,1978-05-21 00:00:00,,1978
3403,Bryan Adams,Жүжигчин,1989-05-14 00:00:00,,1989
3404,Donald Sutherland,Жүжигчин,1947-03-12 00:00:00,,1947
3405,Helen Hunt,Жүжигчин,1993-10-17 00:00:00,,1993
3406,Manuel Sicilia,Найруулагч,1953-08-08 00:00:00,,1953
3407,James Cosmo,Жүжигчин,1969-08-01 00:00:00,,1969
3408,Jayson Thiessen,Найруулагч,1968-12-30 00:00:00,,1968
3409,Andrea Libman,Жүжигчин,1994-02-27 00:00:00,,1994
3410,Enzo D Alo,Найруулагч,1958-04-09 00:00:00,,1958
3411,Gabriele Caprio,Жүжигчин,1955-11-21 00:00:00,,1955
3412,Mino Caprio,Жүжигчин,1962-06-01 00:00:00,,1962
3413,Maricla Affatato,Жүжигчин,1963-10-25 00:00:00,,1963
3414,Rick D Wasserman,Жүжигчин,1951-12-28 00:00:00,,1951
3415,Lisa Ann Beley,Жүжигчин,1951-08-22 00:00:00,,1951
3419,Francis Nielsen,Найруулагч,1955-04-08 00:00:00,,1955
3420,Kristina Hughes,Жүжигчин,1970-11-08 00:00:00,,1970
3421,Emilee Wallace,Жүжигчин,1962-08-30 00:00:00,,1962
3422,Bobby Jackson,Жүжигчин,1965-11-16 00:00:00,,1965
3423,Aun Hoe Goh,Найруулагч,1987-06-17 00:00:00,,1987
3424,Maxwell Vreeland Andrew,Жүжигчин,1955-11-26 00:00:00,,1955
3425,Steven Bone,Жүжигчин,2000-01-20 00:00:00,,2000
3426,Andres G Schaer,Найруулагч,1989-08-14 00:00:00,,1989
3427,Ariana Grande,Жүжигчин,1951-07-13 00:00:00,,1951
3428,Jennette McCurdy,Жүжигчин,1960-09-17 00:00:00,,1960
3429,James Arrington,Жүжигчин,1952-02-11 00:00:00,,1952
3430,Elle Deets,Жүжигчин,1958-01-02 00:00:00,,1958
3431,Jamie Bell,Жүжигчин,1964-02-15 00:00:00,,1964
3432,Kirk De Micco,Найруулагч,1948-08-21 00:00:00,,1948
3433,Eilidh Rankin,Жүжигчин,1940-12-13 00:00:00,,1940
3434,Duncan MacNeil,Жүжигчин,1968-12-17 00:00:00,,1968
3435,Henry Selick,Найруулагч,1986-04-07 00:00:00,,1986
3436,Danny Elfman,Жүжигчин,1959-12-30 00:00:00,,1959
3437,Chris Sarandon,Жүжигчин,1996-10-16 00:00:00,,1996
3438,Hank Azaria,Жүжигчин,1964-05-16 00:00:00,,1964
3439,Katy Perry,Жүжигчин,1999-06-15 00:00:00,,1999
3440,Jonathan Winters,Жүжигчин,1955-07-30 00:00:00,,1955
3441,Vinton Heuck,Найруулагч,1975-08-06 00:00:00,,1975
3442,Peter Cullen,Жүжигчин,1990-05-15 00:00:00,,1990
3443,Jonathan Levine,Найруулагч,1943-11-24 00:00:00,,1943
3444,Teresa Palmer,Жүжигчин,2001-05-19 00:00:00,,2001
3445,Koji Masunari,Найруулагч,1964-02-02 00:00:00,,1964
3446,Keiji Fujiwara,Жүжигчин,1972-11-11 00:00:00,,1972
3447,Rei Igarashi,Жүжигчин,1981-06-23 00:00:00,,1981
3448,Maisie Williams,Жүжигчин,1982-06-09 00:00:00,,1982
3449,Александр Петров,Жүжигчин,1941-07-24 00:00:00,,1941
3450,Равдангийн Мөнхсайхан,Зохиолч,1997-03-26 00:00:00,Рок мангас хэмээх Равдан овогтой Мөнхсайхан,1997
3451,Инна Евланникова,Найруулагч,1981-02-27 00:00:00,,1981
3452,Александр Храмцов,Найруулагч,2005-12-03 00:00:00,,2005
3453,Нонна Гришаева,Жүжигчин,1971-02-13 00:00:00,,1971
3454,Марина Спивак,Жүжигчин,1980-06-29 00:00:00,,1980
3455,Евгений Миронов,Жүжигчин,1969-02-09 00:00:00,,1969
3456,Никита Ефремов,Жүжигчин,1998-09-22 00:00:00,,1998
3457,Татьяна Бунина,Жүжигчин,1994-12-09 00:00:00,,1994
3458,Иван Охлобыстин,Жүжигчин,1999-12-20 00:00:00,,1999
3459,Денис Чернов,Найруулагч,1973-04-13 00:00:00,,1973
3460,Михаил Черняк,Жүжигчин,1992-03-27 00:00:00,,1992
3461,Сергей Мардарь,Жүжигчин,1963-09-06 00:00:00,,1963
3462,Антон Виноградов,Жүжигчин,1970-06-03 00:00:00,,1970
3463,Frank Darabont,Найруулагч,1990-03-05 00:00:00,,1990
3464,Andrew Lincoln,Жүжигчин,1945-05-10 00:00:00,,1945
3465,Jon Bernthal,Жүжигчин,1986-11-22 00:00:00,,1986
3466,Sarah Wayne Callies,Жүжигчин,1941-01-16 00:00:00,,1941
3467,Vince Gilligan,Найруулагч,1978-04-28 00:00:00,,1978
3468,Russell Mulcahy,Найруулагч,1971-06-30 00:00:00,,1971
3469,Tyler Posey,Жүжигчин,1970-12-07 00:00:00,,1970
3470,Crystal Reed,Жүжигчин,1972-08-16 00:00:00,,1972
3471,Dylan O'Brien,Жүжигчин,1972-06-20 00:00:00,,1972
3472,Steven Spielberg,Найруулагч,1966-11-20 00:00:00,,1966
3473,Баасанбуугийн Шинэбаяр,Жүжигчин,1969-10-15 00:00:00,Бүгд,1969
3474,Б Мөнхдэлгэр,Жүжигчин,1977-07-01 00:00:00,Бүгд,1977
3475,Сономдэлэгийн Сумъяа,Зохиолч,1990-05-22 00:00:00,Сономдэлэг овогтой Сумъяа,1990
3477,Лхагвын Дэмидбаатар,Жүжигчин,1970-12-22 00:00:00,Лхагва овогтой Дэмидбаатар СТА 1970/12/22 - 2021/06/08,1970
3478,Mark Ruffalo,Жүжигчин,1976-06-10 00:00:00,,1976
3479,Данаагийн Дэлгэрсайхан,Жүжигчин,1982-05-29 00:00:00,Данаа овогтой Дэлгэрсайхан СТА,1982
3480,Мөнхбаатарын Намуунцэцэг,Жүжигчин,1995-03-21 00:00:00,Бүгд,1995
3481,Алтангэрэлийн Гэрэлцэцэг,Жүжигчин,2005-04-23 00:00:00,Алтангэрэл овогтой Гэрэлцэцэг СТА,2005
3482,Батболдын Барслхагва,Жүжигчин,1986-02-26 00:00:00,Төгссөн сургууль ерөнхий боловсролын 24 дүгээр сургууль /1994-2004/,1986
3483,Mark Neveldine,Найруулагч,1987-11-30 00:00:00,,1987
3484,Дашдоржийн Болдбаатар,Зохиолч,1947-03-04 00:00:00,Дашдорж овогтой Болдбаатар,1947
3485,Хатанбаатарын  Бат-Ундрал,Жүжигчин,1987-01-20 00:00:00,Guys хамтлагийн дуучин,1987
3486,Joe Manganiello,Жүжигчин,1954-11-11 00:00:00,,1954
3487,Clark Gregg,Жүжигчин,1952-12-26 00:00:00,,1952
3488,Jon Favreau,Найруулагч,1992-05-03 00:00:00,,1992
3489,Seth MacFarlane,Зохиолч,1944-07-13 00:00:00,,1944
3490,Jessica Barth,Жүжигчин,1995-12-16 00:00:00,,1995
3491,Баатарын Отгонбат,Жүжигчин,1990-11-09 00:00:00,Баатар овогтой Отгонбат 2021/02/08: МУУГЗ,1990
3492,Өлзийтогоогийн Мөнх-Эрдэнэ,Найруулагч,2005-08-29 00:00:00,Өлзийтогоо овогтой Мөнх-Эрдэнэ СТА,2005
3493,А Болорсүх,Жүжигчин,1984-02-01 00:00:00,Амударъяагийн Болорсүх,1984
3494,Хүрэлбаатарын Манлайбаатар,Жүжигчин,1980-08-29 00:00:00,Хүрэлбаатар овогтой Манлайбаатар,1980
3495,Ц Ууганбаяр,Зохиолч,1997-08-12 00:00:00,Аймшгийн кино зохиолч Ц.Ууганбаяр,1997
3496,Сугарын Болормаа,Жүжигчин,1947-10-28 00:00:00,Сугар овогтой Болормаа СТА,1947
3497,Мөнхбатын Оюунсүрэн,Жүжигчин,1998-09-25 00:00:00,Мөнхбат овогтой Оюунсүрэн,1998
3499,Ганболдын Алтангэрэл,Жүжигчин,1950-07-31 00:00:00,Ганболдын Алтангэрэл,1950
3500,Лувсандагвын Эрдэнэ-Очир,Жүжигчин,1960-09-29 00:00:00,Лувсандагва овогтой Эрдэнэ-Очир СТА,1960
3501,Дэлэгдоржийн Төмөрчөдөр,Жүжигчин,1948-06-17 00:00:00,Дэлэгдорж овогтой Төмөрчөдөр,1948
3502,Доржсүрэнгийн Сэлэнгэ,Жүжигчин,1966-07-05 00:00:00,Доржсүрэн овогтой Сэлэнгэ,1966
3503,Жаргалсайханы Оргил,Зохиолч,1989-06-08 00:00:00,Жаргалсайханы Оргил,1989
3504,Jiang Rong,Зохиолч,1932-11-30 00:00:00,"Жан Рун, Чонон сүлд номын зохиогч",1932
3505,Х Отгонтунгалаг,Жүжигчин,1988-11-18 00:00:00,СТА: 2017 оны 10 сарын 31,1988
3507,Н Нямцог,,1957-09-10 00:00:00,,1957
3511,Ганболдын Золзаяа,Жүжигчин,1994-04-07 00:00:00,Ганболд овогтой Золзаяа Сөүнд оф кисс хамтлагийн дуучин,1994
3512,Мягмарын Дорждагва,Жүжигчин,1980-01-07 00:00:00,Мягмар овогтой Дорждагва СТА,1980
3513,Аюушийн Энхбаяр,Жүжигчин,1981-07-05 00:00:00,Аюуш овогтой Энхбаяр,1981
3515,Шагдарсүрэнгийн Гүрбазар,Зохиолч,2001-12-17 00:00:00,Шагдарсүрэн овогтой Гүрбазар СГЗ - Соёлын Гавъяат Зүтгэлтэн,2001
3517,Батчулууны Баярсанаа,Жүжигчин,1968-07-02 00:00:00,Батчулуун овогтой Баярсанаа,1968
3518,Clint Eastwood,Найруулагч,1962-09-30 00:00:00,,1962
3519,Д Ууганбаяр,Найруулагч,1987-10-15 00:00:00,Loading...,1987
3520,Болдын Дамдинсүрэн,Жүжигчин,1985-02-01 00:00:00,Болдын Дамдинсүрэн,1985
3522,Аюурзаны Цэгмэд,Жүжигчин,1949-08-15 00:00:00,"2009 он: СТА, 2015 он: Шилдэг эмэгтэй туслах дүр(Академийн шагнал) 2015 он: Хөдөлмөрийн гавьяаны улаан тугийн одон",1949
3524,Э Буянхишиг,Найруулагч,2005-08-22 00:00:00,ӨМӨЗО-ны жүжигчин Buyanhexig / Boyanhkeshig 宝音格西格,2005
3525,Б Аюурдадь,Жүжигчин,1976-10-05 00:00:00,ӨМӨЗО-ны жүжигчин,1976
3526,Доржийн Ганцэцэг,Жүжигчин,1980-07-25 00:00:00,Дорж овогтой Ганцэцэг СТА,1980
3527,Emilia Clarke,Жүжигчин,1959-07-22 00:00:00,,1959
3528,Harrison Ford,Жүжигчин,1954-03-21 00:00:00,,1954
3529,J J Abrams,Зохиолч,1936-11-30 00:00:00,,1936
3530,Gwendoline Christie,Жүжигчин,1951-03-17 00:00:00,,1951
3531,Cillian Murphy,Жүжигчин,1954-10-03 00:00:00,,1954
3532,Brendan Gleeson,Жүжигчин,1952-11-18 00:00:00,,1952
3533,Э Ууганцэцэг,Жүжигчин,1959-11-30 00:00:00,Энхтайваны Ууганцэцэг,1959
3534,Леван Габриадзе,Найруулагч,1989-04-14 00:00:00,,1989
3535,Э Номин-Эрдэнэ,Жүжигчин,1943-10-28 00:00:00,Энхбаатарын Номин-Эрдэнэ,1943
3537,О Дэмбэрэл,Найруулагч,1981-07-16 00:00:00,Отгонсүрэнгийн Дэмбэрэл,1981
3538,Д Мөнхбат,Найруулагч,2002-08-27 00:00:00,(2016.12.20) СТА,2002
3539,Ганболдын Бандицэрэн,Найруулагч,1990-07-12 00:00:00,Чилаа хэмээх Ганболд овогтой Бандицэрэн,1990
3540,Н Шинэбаатар,Жүжигчин,1966-08-04 00:00:00,Нямхүүгийн Шинэбаатар,1966
3541,Баатарын Жаргалсайхан,Найруулагч,1943-12-03 00:00:00,Баатар овогтой Жаргалсайхан,1943
3542,Michael Douglas,Жүжигчин,1995-01-20 00:00:00,,1995
3543,Corey Stoll,Жүжигчин,1940-03-16 00:00:00,,1940
3544,Christopher McQuarrie,Найруулагч,1984-12-19 00:00:00,,1984
3545,Michael Peña,Жүжигчин,1984-04-13 00:00:00,,1984
3546,Kate Mara,Жүжигчин,1952-08-31 00:00:00,,1952
3548,Natalie Dormer,Жүжигчин,1988-10-31 00:00:00,,1988
3551,Laura Linney,Жүжигчин,1951-07-31 00:00:00,,1951
3552,Sam Claflin,Жүжигчин,1954-11-22 00:00:00,,1954
3553,Zachary Quinto,Жүжигчин,1993-08-04 00:00:00,,1993
3554,Ciaran Hinds,Жүжигчин,2004-08-15 00:00:00,Ciarán Hinds,2004
3555,Steven Zaillian,Зохиолч,1957-06-21 00:00:00,,1957
3556,Ralph Fiennes,Жүжигчин,2000-10-22 00:00:00,,2000
3558,Blake Lively,Жүжигчин,2000-04-11 00:00:00,,2000
3559,Дмитрий Ендальцев,Жүжигчин,1990-10-13 00:00:00,,1990
3560,Николай Добрынин,Жүжигчин,1949-03-30 00:00:00,,1949
3561,Екатерина Стриженова,Жүжигчин,1959-10-06 00:00:00,,1959
3562,Леонид Якубович,Жүжигчин,1984-09-23 00:00:00,,1984
3563,Salman Khan,Жүжигчин,2005-12-13 00:00:00,,2005
3564,Nathalie Emmanuel,Жүжигчин,1993-10-03 00:00:00,,1993
3565,Jennifer Lopez,Жүжигчин,1967-09-27 00:00:00,,1967
3566,John Hughes,Зохиолч,1955-07-12 00:00:00,,1955
3567,Jim Parsons,Жүжигчин,2003-05-20 00:00:00,,2003
3568,Rihanna,Жүжигчин,1958-03-25 00:00:00,,1958
3569,Tim Johnson,Найруулагч,1962-08-02 00:00:00,,1962
3570,Э Сувд,Зохиолч,2003-08-29 00:00:00,,2003
3571,Б Батбилэг,Зохиолч,1977-01-26 00:00:00,,1977
3572,Ганбатын Бямбасүрэн,Найруулагч,1957-06-18 00:00:00,Ганбат овогтой Бямбасүрэн,1957
3573,Ч Мөнхболд,Жүжигчин,1940-05-08 00:00:00,Бүгд,1940
3574,Оюунсүрэнгийн Оюун-Эрдэнэ,Жүжигчин,1968-05-17 00:00:00,Оюунсүрэн овогтой Оюун-Эрдэнэ,1968
3575,Ц Батболд,Жүжигчин,2005-01-28 00:00:00,,2005
3576,Б Бодьбаатар,Найруулагч,1968-07-18 00:00:00,,1968
3577,Ариунцэцэгийн Алтанхуяг,Жүжигчин,1986-03-03 00:00:00,Сүлдээ хэмээх Ариунцэцэг овогтой Алтанхуяг,1986
3578,Батбаярын Номин,Жүжигчин,1995-08-23 00:00:00,Батбаяр овогтой Номин,1995
3579,Э Хонгорзул,Жүжигчин,1956-09-12 00:00:00,,1956
3580,Г Энхжаргал,Жүжигчин,1991-03-11 00:00:00,,1991
3581,Ц Одонтунгалаг,Жүжигчин,1991-03-15 00:00:00,,1991
3582,Б Гүнзаяа,Жүжигчин,1980-02-24 00:00:00,,1980
3583,David Vincent Sargent,Жүжигчин,1990-12-10 00:00:00,,1990
3584,Ерөөлтийн Даваасүрэн,Жүжигчин,1991-02-08 00:00:00,Ерөөлт овогтой Даваасүрэн,1991
3585,Батсайханы Пүрэвдорж,Жүжигчин,1989-08-24 00:00:00,Батсайхан овогтой Пүрэвдорж,1989
3586,Б Даваасүрэн,Жүжигчин,1978-03-15 00:00:00,СТА Б.Даваасүрэн,1978
3587,Ш Буянгэрэл,Жүжигчин,1964-12-20 00:00:00,СТА,1964
3588,Бандийн Даваажав,Жүжигчин,1980-04-14 00:00:00,Байлаа хэмээх Банди овогтой Даваажав СТА,1980
3589,Ганбатын Чулуунцэцэг,Жүжигчин,1988-09-13 00:00:00,Ганбат овогтой Чулуунцэцэг СТА,1988
3590,Бямбаасүрэнгийн Ариунболд,Найруулагч,1995-02-13 00:00:00,Бямбаасүрэн овогтой Ариунболд,1995
3591,Одонгийн Баярсайхан,Жүжигчин,1995-07-06 00:00:00,Рокит бэй/Rokit bay/ хэмээх Одон овогтой Баярсайхан,1995
3592,Түмэнгийн Энэрэл,Жүжигчин,1954-01-23 00:00:00,Түмэн овогтой Энэрэл,1954
3593,Дашдэлэгийн Батбаяр,Жүжигчин,1984-08-27 00:00:00,Дашдэлэг овогтой Батбаяр СТА,1984
3594,Б Нямхүү,Жүжигчин,1940-04-13 00:00:00,Бүгд,1940
3595,Д Отгонтөгс,Жүжигчин,1977-10-02 00:00:00,,1977
3596,Д Төгсбаяр,Жүжигчин,1977-09-12 00:00:00,,1977
3597,Ц Амарбаясгалан,Жүжигчин,1963-12-28 00:00:00,,1963
3598,Н Шүүдэрцэцэг,Зохиолч,2005-08-11 00:00:00,Шүүдэрцэцэг хэмээх Баатарсүрэнгийн Тогтохбаяр,2005
3599,Дашийн Бат-Оргил,Жүжигчин,1998-04-11 00:00:00,Дашийн Бат-Оргил,1998
3600,Alex O'Loughlin,Жүжигчин,1942-07-20 00:00:00,,1942
3601,Scott Caan,Жүжигчин,1953-10-13 00:00:00,,1953
3602,Daniel Dae Kim,Жүжигчин,1953-09-23 00:00:00,,1953
3603,Grace Park,Жүжигчин,1999-03-29 00:00:00,,1999
3604,James Purefoy,Жүжигчин,1974-04-01 00:00:00,,1974
3605,Benedict Cumberbatch,Жүжигчин,1988-02-08 00:00:00,,1988
3606,Ed Helms,Жүжигчин,1993-06-16 00:00:00,,1993
3607,Ed Skrein,Жүжигчин,1990-08-31 00:00:00,,1990
3608,Ray Stevenson,Жүжигчин,1945-11-16 00:00:00,,1945
3609,Gabriella Wright,Жүжигчин,1949-04-06 00:00:00,,1949
3610,Mark Burton,Найруулагч,1966-01-31 00:00:00,,1966
3611,Morena Baccarin,Жүжигчин,1962-05-02 00:00:00,,1962
3612,Gina Carano,Жүжигчин,1989-04-22 00:00:00,,1989
